code_site,adresse,operateur,mise_en_serv,mise_en_serv_4g,mise_en_serv_5g_3500,mise_en_serv_5g_700,type,ardt,geo_shape,geo_point_2d
75117_005_01,81 Boulevard gouvion st cyr,FREE MOBILE,2012-05-07,2013-11-30,,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.2849403575861755, 48.87944204614139], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2849403575861755, 'lat': 48.87944204614139}"
00000020U7,81 Rue de l'amiral mouchez,ORANGE,2011-05-23,2013-07-24,2022-06-03,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.343897000429804, 48.82064400040003], 'type': 'Point'}, 'properties': {}}","{'lon': 2.343897000429804, 'lat': 48.82064400040003}"
75117_038_01,85 Rue ampere,FREE MOBILE,2015-01-21,2016-10-17,,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.299211999876075, 48.885227999626245], 'type': 'Point'}, 'properties': {}}","{'lon': 2.299211999876075, 'lat': 48.885227999626245}"
75108_017_01,9 Faubourg st honore,FREE MOBILE,2012-08-09,2013-08-27,2024-04-24,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3223447610747137, 48.86859813692073], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3223447610747137, 'lat': 48.86859813692073}"
00023059U5,9 Rue charles cros,ORANGE,2020-05-27,2020-05-27,2023-07-13,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.40793649938085, 48.876768000162905], 'type': 'Point'}, 'properties': {}}","{'lon': 2.40793649938085, 'lat': 48.876768000162905}"
75114_006_16,9 Rue ernest cresson,FREE MOBILE,2017-08-01,2017-08-01,2024-05-02,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3293079997156765, 48.832568999617266], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3293079997156765, 'lat': 48.832568999617266}"
7510000021,95 Avenue du maine,SFR,2022-06-24,,,,2G/3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3233275002709792, 48.83715899961581], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3233275002709792, 'lat': 48.83715899961581}"
T10911,97-103 rue haxo,BOUYGUES,2013-10-04,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4026489998728358, 48.87536399999732], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4026489998728358, 'lat': 48.87536399999732}"
750295,97-99 rue de la saussure,SFR,2021-04-07,,,,2G/3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3118120006156424, 48.887342999603206], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3118120006156424, 'lat': 48.887342999603206}"
750061,Champ de course d'auteuil,SFR,2022-12-23,,,,2G/3G/4G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.254658505544635, 48.852220854935496], 'type': 'Point'}, 'properties': {}}","{'lon': 2.254658505544635, 'lat': 48.852220854935496}"
00034901U5,42 b Quai de la marne,ORANGE,,2023-12-28,2023-12-28,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.385107999708998, 48.89079000007013], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385107999708998, 'lat': 48.89079000007013}"
75116_074_01,1 Route d'auteuil aux lacs,FREE MOBILE,2019-08-19,2019-08-22,2021-09-07,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2541175005199885, 48.852153000073166], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2541175005199885, 'lat': 48.852153000073166}"
75104_031_07,10 Rue barbette,FREE MOBILE,2019-04-04,2019-05-02,2024-03-06,,3G/4G/5G,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.360817000579728, 48.85886700031632], 'type': 'Point'}, 'properties': {}}","{'lon': 2.360817000579728, 'lat': 48.85886700031632}"
00000032U7,11 Rue pauly,ORANGE,2013-03-15,2013-03-18,2023-10-13,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3130072228120064, 48.83054614143415], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3130072228120064, 'lat': 48.83054614143415}"
00020594U3,11 Boulevard jules sandeau,ORANGE,2019-07-29,2019-07-29,,,3G/4G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2731524996501618, 48.86146800009131], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2731524996501618, 'lat': 48.86146800009131}"
75116_117_01,11 Rue benjamin godard,FREE MOBILE,2021-08-30,2021-08-30,2021-09-14,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.275461000033285, 48.866606999855485], 'type': 'Point'}, 'properties': {}}","{'lon': 2.275461000033285, 'lat': 48.866606999855485}"
00021927U5,11 Rue forest,ORANGE,2014-06-12,2014-06-12,2019-07-11,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3291729997067745, 48.88546200041933], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3291729997067745, 'lat': 48.88546200041933}"
753637,11 Rue villaret de joyeuse,SFR,2024-07-24,,,,2G/3G/4G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.290108500581686, 48.876902999842045], 'type': 'Point'}, 'properties': {}}","{'lon': 2.290108500581686, 'lat': 48.876902999842045}"
T16775,11-13 Rue gandon,BOUYGUES,2023-12-06,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3608620001387175, 48.82162499968808], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3608620001387175, 'lat': 48.82162499968808}"
00025501U5,120 Rue de lyon,ORANGE,2014-03-10,2013-12-19,2020-11-06,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.370113999642257, 48.85153200017085], 'type': 'Point'}, 'properties': {}}","{'lon': 2.370113999642257, 'lat': 48.85153200017085}"
00000027U8,126 Boulevard magenta,ORANGE,2012-12-17,2016-11-23,2024-06-27,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3528249997139463, 48.88016999976032], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3528249997139463, 'lat': 48.88016999976032}"
T16728,129 Boulevard de charonne,BOUYGUES,2015-05-28,,,,,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.392555499319743, 48.857283000241665], 'type': 'Point'}, 'properties': {}}","{'lon': 2.392555499319743, 'lat': 48.857283000241665}"
00032246U5,13-15 Avenue de flandres,ORANGE,2017-06-01,2017-06-01,2021-07-09,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3693624998429907, 48.885047999757575], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3693624998429907, 'lat': 48.885047999757575}"
T15663,134-134 B rue de tolbiac,BOUYGUES,2014-12-04,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.358337499452953, 48.82626900009586], 'type': 'Point'}, 'properties': {}}","{'lon': 2.358337499452953, 'lat': 48.82626900009586}"
757230,139 Rue de bercy,SFR,2022-03-30,,,,2G/3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3779349995856465, 48.841002000420815], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3779349995856465, 'lat': 48.841002000420815}"
75115_108_01,14 Rue armand moisant,FREE MOBILE,2023-09-26,2023-09-26,2023-10-25,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.3175675005107945, 48.84215399962955], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3175675005107945, 'lat': 48.84215399962955}"
00000406U7,148 Avenue du maine,ORANGE,2012-09-27,2013-08-05,2023-03-17,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3240502306748567, 48.834254137067184], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3240502306748567, 'lat': 48.834254137067184}"
T15901,15 Avenue mozart,BOUYGUES,2018-04-24,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.272958999423669, 48.857121000223465], 'type': 'Point'}, 'properties': {}}","{'lon': 2.272958999423669, 'lat': 48.857121000223465}"
00016724U5,15 Rue breguet,ORANGE,2012-10-15,2015-08-10,2023-09-28,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3729310000801327, 48.85733700032241], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3729310000801327, 'lat': 48.85733700032241}"
75106_026_02,15 Rue guénégaud,FREE MOBILE,2018-08-14,2018-08-16,,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3390234999803905, 48.85587899971883], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3390234999803905, 'lat': 48.85587899971883}"
T15896,16 Rue du septième art,BOUYGUES,2000-07-26,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3866064994773293, 48.87824399993474], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3866064994773293, 'lat': 48.87824399993474}"
75110_043_05,162 Rue du faubourg saint-denis,FREE MOBILE,2021-03-11,2021-03-11,2021-05-17,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.35710450028622, 48.87907199962365], 'type': 'Point'}, 'properties': {}}","{'lon': 2.35710450028622, 'lat': 48.87907199962365}"
T15233,17 Impasse truillot,BOUYGUES,2009-12-11,,,,,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3740992733520243, 48.860183116372376], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3740992733520243, 'lat': 48.860183116372376}"
00015061U5,17 Impasse truillot,ORANGE,2011-10-06,2014-05-05,2023-10-30,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.374051499866321, 48.860162999939206], 'type': 'Point'}, 'properties': {}}","{'lon': 2.374051499866321, 'lat': 48.860162999939206}"
T15023,18 Avenue de suffren,BOUYGUES,2013-10-01,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2933422381577504, 48.85589014848871], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2933422381577504, 'lat': 48.85589014848871}"
00000093U8,18 Boulevard picpus,ORANGE,2016-08-16,2016-08-23,2024-12-13,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.400866999403427, 48.840380999641056], 'type': 'Point'}, 'properties': {}}","{'lon': 2.400866999403427, 'lat': 48.840380999641056}"
750308,18 Rue de crimee,SFR,2021-04-14,,,,2G/3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3914488140161363, 48.878082595867795], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3914488140161363, 'lat': 48.878082595867795}"
75111_092_01,19 Rue godefroy cavaignac,FREE MOBILE,2022-11-09,2022-11-09,2022-12-08,,3G/4G/5G,75111,"{'type': 'Feature', 'geometry': {'coordinates': [2.3811749994813356, 48.855042000344596], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3811749994813356, 'lat': 48.855042000344596}"
7510058054,19-21 Rue henri chevreau,SFR,2024-03-27,,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3893407887677536, 48.86968711017568], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3893407887677536, 'lat': 48.86968711017568}"
75109_011_06,19 Rue tronchet,FREE MOBILE,2017-09-14,2017-09-14,2023-04-13,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3258519997274147, 48.87223199969635], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3258519997274147, 'lat': 48.87223199969635}"
7510058051,19-23 rue de l'eglise,SFR,2024-12-06,,,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.286184500223344, 48.84497100033865], 'type': 'Point'}, 'properties': {}}","{'lon': 2.286184500223344, 'lat': 48.84497100033865}"
T10656,2 Avenue porte des lilas,BOUYGUES,1996-05-31,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4072029995275157, 48.87710100009054], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4072029995275157, 'lat': 48.87710100009054}"
75113_010_04,2 Rue bruneseau,FREE MOBILE,2016-11-07,2016-10-25,2021-03-19,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3880104995645928, 48.82498199976508], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3880104995645928, 'lat': 48.82498199976508}"
751117,2 Rue commines,SFR,,,,,2G/3G/4G,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.3648490006419234, 48.86150400018218], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3648490006419234, 'lat': 48.86150400018218}"
00010484U5,206 Rue du faubourg saint denis,ORANGE,,,,,3G/4G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3588307884249646, 48.882233122259784], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3588307884249646, 'lat': 48.882233122259784}"
750293,211 Rue saint charles,SFR,2021-10-24,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2791015001616612, 48.839058000275166], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2791015001616612, 'lat': 48.839058000275166}"
75107_006_11,23 Avenue duquesne,FREE MOBILE,2018-12-24,2018-12-10,,,3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3090130005656575, 48.85264799987859], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3090130005656575, 'lat': 48.85264799987859}"
00000109U8,24-26 Rue raymond quéneau,ORANGE,2011-04-21,2013-08-05,2023-06-02,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3606758000151236, 48.895454121191186], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3606758000151236, 'lat': 48.895454121191186}"
T15899,25-31 Rue pradier,BOUYGUES,2013-10-01,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3827455002521702, 48.87671399999678], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3827455002521702, 'lat': 48.87671399999678}"
75110_048_01,251 Rue du faubourg saint-martin,FREE MOBILE,2019-06-10,2019-06-12,2022-08-16,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3672429993139112, 48.88297800038418], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3672429993139112, 'lat': 48.88297800038418}"
00000084U8,278 Rue du fg st antoine,ORANGE,2016-11-30,2016-11-30,2023-11-02,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.393648999951034, 48.84848099968065], 'type': 'Point'}, 'properties': {}}","{'lon': 2.393648999951034, 'lat': 48.84848099968065}"
T10577,28 Boulevard poissonniere,BOUYGUES,1996-05-31,,,,,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.344382999586011, 48.8714489998893], 'type': 'Point'}, 'properties': {}}","{'lon': 2.344382999586011, 'lat': 48.8714489998893}"
T10657,29 Rue de la solidarite,BOUYGUES,2013-10-15,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3934420004786845, 48.88435499972809], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3934420004786845, 'lat': 48.88435499972809}"
00000048U7,3 Rue st christophe,ORANGE,2012-05-15,2013-03-22,2020-12-24,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.279726999809732, 48.84452099985584], 'type': 'Point'}, 'properties': {}}","{'lon': 2.279726999809732, 'lat': 48.84452099985584}"
00000009U7,30 Rue cabanis,ORANGE,2011-05-10,2013-07-03,2020-11-12,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.338202732019995, 48.83042013115824], 'type': 'Point'}, 'properties': {}}","{'lon': 2.338202732019995, 'lat': 48.83042013115824}"
00016837U5,30 Avenue corentin cariou,ORANGE,2011-08-26,2014-03-18,,,3G/4G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3855759994826236, 48.89724299992264], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3855759994826236, 'lat': 48.89724299992264}"
75114_031_01,30 Bis boulevard jourdan,FREE MOBILE,2016-02-22,2016-02-22,2024-05-16,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.334208500614004, 48.821508000221726], 'type': 'Point'}, 'properties': {}}","{'lon': 2.334208500614004, 'lat': 48.821508000221726}"
T15465,30 Rue felicien david,BOUYGUES,2015-06-08,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2734857993064663, 48.84886854782031], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2734857993064663, 'lat': 48.84886854782031}"
00080173U8,32 Rue des lilas,ORANGE,2012-01-27,2013-10-30,2021-01-19,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.396807999615535, 48.88017000006682], 'type': 'Point'}, 'properties': {}}","{'lon': 2.396807999615535, 'lat': 48.88017000006682}"
757307,32 Avenue de l'opera,SFR,2022-01-28,,,,2G/3G/4G/5G,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.3334798032534496, 48.86834457215098], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3334798032534496, 'lat': 48.86834457215098}"
757547,32 Avenue georges v,SFR,2021-06-30,,,,2G/3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3014377532427908, 48.868922145025046], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3014377532427908, 'lat': 48.868922145025046}"
T10576,32 Avenue du général michel bizot,BOUYGUES,2000-01-24,,,,,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.399733000113338, 48.83371200043814], 'type': 'Point'}, 'properties': {}}","{'lon': 2.399733000113338, 'lat': 48.83371200043814}"
T15793,33 Rue de la roquette,BOUYGUES,2000-01-13,,,,,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.37310199971073, 48.85506000030679], 'type': 'Point'}, 'properties': {}}","{'lon': 2.37310199971073, 'lat': 48.85506000030679}"
75120_024_01,337 Rue des pyrenees,FREE MOBILE,2016-09-27,2016-09-27,2024-08-07,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.392537500400369, 48.87131399967853], 'type': 'Point'}, 'properties': {}}","{'lon': 2.392537500400369, 'lat': 48.87131399967853}"
00000044U8,35-37 Rue fessart,ORANGE,2011-05-30,2013-08-12,2021-08-27,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.385018000255725, 48.876696000017574], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385018000255725, 'lat': 48.876696000017574}"
75115_021_03,379 Rue de vaugirard,FREE MOBILE,2015-01-05,2015-01-23,2023-04-06,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2936500001292153, 48.83585400035544], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2936500001292153, 'lat': 48.83585400035544}"
