code_site,adresse,operateur,mise_en_serv,mise_en_serv_4g,mise_en_serv_5g_3500,mise_en_serv_5g_700,type,ardt,geo_shape,geo_point_2d
751270,3 Avenue philippe auguste,SFR,,,,,2G/3G/4G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.394913500342278, 48.84961500002605], 'type': 'Point'}, 'properties': {}}","{'lon': 2.394913500342278, 'lat': 48.84961500002605}"
753584,3 Rue des volontaires,SFR,,,,,2G/3G/4G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.306672999490277, 48.84345900016985], 'type': 'Point'}, 'properties': {}}","{'lon': 2.306672999490277, 'lat': 48.84345900016985}"
00013296U5,3 Rue saint rustique,ORANGE,,2015-02-02,2023-12-27,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3406615002677573, 48.88698299986815], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3406615002677573, 'lat': 48.88698299986815}"
T10957,30 B boulevard jourdan,BOUYGUES,2007-11-21,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3342562233040156, 48.821528133254674], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3342562233040156, 'lat': 48.821528133254674}"
75104_032_12,30 Rue saint paul,FREE MOBILE,2019-10-31,2019-11-26,,,3G/4G/5G,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.3621849999341036, 48.853908000130176], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3621849999341036, 'lat': 48.853908000130176}"
T35897,31 Avenue mendes france,BOUYGUES,2022-11-30,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.369988000084873, 48.83832899999935], 'type': 'Point'}, 'properties': {}}","{'lon': 2.369988000084873, 'lat': 48.83832899999935}"
75108_016_06,31 Avenue georges v,FREE MOBILE,2013-11-29,2013-11-26,,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3008274998655462, 48.86879399986495], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3008274998655462, 'lat': 48.86879399986495}"
T10587,32-38 rue du renard,BOUYGUES,1996-07-25,,,,,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.321352000422681, 48.832073999569346], 'type': 'Point'}, 'properties': {}}","{'lon': 2.321352000422681, 'lat': 48.832073999569346}"
753524,37 Rue du surmelin,SFR,2021-03-19,,,,2G/3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4051374994504457, 48.86912700026101], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4051374994504457, 'lat': 48.86912700026101}"
750474,36 Rue pierre demours,SFR,2021-03-19,,,,2G/3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.294765999351248, 48.88126800030203], 'type': 'Point'}, 'properties': {}}","{'lon': 2.294765999351248, 'lat': 48.88126800030203}"
T40702,38 Rue des cevennes,BOUYGUES,2023-01-26,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2789620001544564, 48.84311699989301], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2789620001544564, 'lat': 48.84311699989301}"
T19903,38-40 Rue de galilée,BOUYGUES,2015-01-05,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.296565999919675, 48.87003599970948], 'type': 'Point'}, 'properties': {}}","{'lon': 2.296565999919675, 'lat': 48.87003599970948}"
7510045243,39 Avenue franklin d. roosevelt,SFR,2023-11-28,,,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3099517552228033, 48.86793214229366], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3099517552228033, 'lat': 48.86793214229366}"
T19949,39 Route des petits ponts,BOUYGUES,2024-07-19,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3977828129085452, 48.89322210647426], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3977828129085452, 'lat': 48.89322210647426}"
00027810U3,4 Place jussieu,ORANGE,2015-05-27,2015-05-05,,,3G/4G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.3550867533252924, 48.84636812469397], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3550867533252924, 'lat': 48.84636812469397}"
7510052038,4 Rond-point des champs elysees,SFR,2023-05-22,,,,3G/4G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.316136500059391, 48.86701200030022], 'type': 'Point'}, 'properties': {}}","{'lon': 2.316136500059391, 'lat': 48.86701200030022}"
75119_007_07,4 Rue duvergier,FREE MOBILE,2017-07-17,2017-07-17,2022-12-01,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.377930499917396, 48.88897199960924], 'type': 'Point'}, 'properties': {}}","{'lon': 2.377930499917396, 'lat': 48.88897199960924}"
00000003U7,40 Boulevard port royal,ORANGE,2011-05-04,2013-07-02,2021-10-28,,3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.3477759993368674, 48.83741100014902], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3477759993368674, 'lat': 48.83741100014902}"
T10676,41 Boulevard de strasbourg,BOUYGUES,1999-09-08,,,,,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.355421807362444, 48.87191758057809], 'type': 'Point'}, 'properties': {}}","{'lon': 2.355421807362444, 'lat': 48.87191758057809}"
75110_006_11,44 Rue bichat,FREE MOBILE,2017-11-29,2017-11-29,,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.364786000336668, 48.87379800037367], 'type': 'Point'}, 'properties': {}}","{'lon': 2.364786000336668, 'lat': 48.87379800037367}"
750075,45 Rue desnouettes,SFR,2021-07-16,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2880205002804477, 48.83588100036812], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2880205002804477, 'lat': 48.83588100036812}"
00007712U5,46 Rue labat,ORANGE,,2013-06-19,2022-04-08,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.347564500309968, 48.88905299957725], 'type': 'Point'}, 'properties': {}}","{'lon': 2.347564500309968, 'lat': 48.88905299957725}"
00010347U5,47 Avenue de friedland,ORANGE,2012-11-28,2014-03-20,2023-08-31,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.297538000382515, 48.873806999971784], 'type': 'Point'}, 'properties': {}}","{'lon': 2.297538000382515, 'lat': 48.873806999971784}"
00000015U7,4-6-8 Rue d'alésia,ORANGE,2013-07-30,2014-12-09,2024-04-26,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3357385005045774, 48.82751099962694], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3357385005045774, 'lat': 48.82751099962694}"
00000108U7,48 Avenue foch,ORANGE,2015-02-16,2015-02-16,2024-11-29,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2854537510102038, 48.87335015184916], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2854537510102038, 'lat': 48.87335015184916}"
75116_016_22,5 Rue alfred bruneau,FREE MOBILE,2017-09-25,2017-09-25,2024-02-07,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.277135294869465, 48.85584354902746], 'type': 'Point'}, 'properties': {}}","{'lon': 2.277135294869465, 'lat': 48.85584354902746}"
00026736U5,5 Rue de stockholm,ORANGE,2017-08-28,2017-08-29,2023-06-27,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3222250004251985, 48.87699300016052], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3222250004251985, 'lat': 48.87699300016052}"
753620,53 Rue legendre,SFR,2023-02-21,,,,2G/3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3163840003598275, 48.8854980003706], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3163840003598275, 'lat': 48.8854980003706}"
750283,55 Rue de l'assomption,SFR,2021-03-19,,,,2G/3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.268265500335473, 48.854943000313156], 'type': 'Point'}, 'properties': {}}","{'lon': 2.268265500335473, 'lat': 48.854943000313156}"
T16803,56 Rue de lille,BOUYGUES,2018-08-08,,,,,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3280075003583756, 48.85908300001271], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3280075003583756, 'lat': 48.85908300001271}"
75113_011_04,57 Rue clisson,FREE MOBILE,2012-06-26,2014-03-11,2023-04-26,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.366149500209949, 48.83060700028692], 'type': 'Point'}, 'properties': {}}","{'lon': 2.366149500209949, 'lat': 48.83060700028692}"
T10500,57 Boulevard st germain,BOUYGUES,2013-10-01,,,,,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.346984000663613, 48.85030800015159], 'type': 'Point'}, 'properties': {}}","{'lon': 2.346984000663613, 'lat': 48.85030800015159}"
75120_026_13,6 Place émile landrin,FREE MOBILE,2017-08-07,2017-08-07,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4005385001414425, 48.86412300039164], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4005385001414425, 'lat': 48.86412300039164}"
00022056U3,6 Boulevard vincent auriol,ORANGE,2013-07-16,2015-09-21,2021-06-29,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3729939994090605, 48.8374019997347], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3729939994090605, 'lat': 48.8374019997347}"
75120_055_02,6 Place marc bloch,FREE MOBILE,2018-06-19,2018-06-29,2022-06-28,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.40166349943302, 48.854411999950166], 'type': 'Point'}, 'properties': {}}","{'lon': 2.40166349943302, 'lat': 48.854411999950166}"
T15778,6 Rue daumier,BOUYGUES,2000-03-13,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.26430550043813, 48.83939099960228], 'type': 'Point'}, 'properties': {}}","{'lon': 2.26430550043813, 'lat': 48.83939099960228}"
00000070U8,6 Rue de turenne,ORANGE,2015-09-08,2015-09-08,2022-12-16,,3G/4G/5G,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.3634450005341905, 48.855105000174], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3634450005341905, 'lat': 48.855105000174}"
75119_008_03,6 Rue bernard tetu,FREE MOBILE,2018-01-29,2018-01-29,2024-04-05,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3767020002851345, 48.89528999955975], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3767020002851345, 'lat': 48.89528999955975}"
75112_061_02,6 Rue marie benoist,FREE MOBILE,2018-07-17,2018-07-17,,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3935589993585378, 48.8465099996216], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3935589993585378, 'lat': 48.8465099996216}"
750875,64 Boulevard de magenta,SFR,2021-10-25,,,,2G/3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3582727797919576, 48.87417812241582], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3582727797919576, 'lat': 48.87417812241582}"
00080195U7,65-67 Rue raymond losserand,ORANGE,2011-03-03,2013-11-04,2020-12-16,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.318935500559038, 48.834288000226], 'type': 'Point'}, 'properties': {}}","{'lon': 2.318935500559038, 'lat': 48.834288000226}"
75110_007_06,66 Quai de jemmapes,FREE MOBILE,2017-10-19,2017-10-19,2024-07-16,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3660819997160494, 48.87096299971987], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3660819997160494, 'lat': 48.87096299971987}"
753550,7 Rue boursault,SFR,,,,,2G/3G/4G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.320537499488366, 48.88298699995993], 'type': 'Point'}, 'properties': {}}","{'lon': 2.320537499488366, 'lat': 48.88298699995993}"
75111_062_02,70 Avenue de la république,FREE MOBILE,2020-05-29,2020-05-29,,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3778630002917884, 48.86448299986594], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3778630002917884, 'lat': 48.86448299986594}"
75114_048_09,77 Boulevard montparnasse,FREE MOBILE,2024-04-24,2024-04-24,2024-08-21,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3251950002439474, 48.84365699997841], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3251950002439474, 'lat': 48.84365699997841}"
00000082U7,8 Rue dupleix,ORANGE,2011-04-13,2013-08-29,2022-12-23,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.298248999883793, 48.85192799994414], 'type': 'Point'}, 'properties': {}}","{'lon': 2.298248999883793, 'lat': 48.85192799994414}"
75115_110_01,8 Rue des 4 frères peignot,FREE MOBILE,2021-07-28,2021-07-28,2021-08-03,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.283727500600924, 48.84723000042741], 'type': 'Point'}, 'properties': {}}","{'lon': 2.283727500600924, 'lat': 48.84723000042741}"
75119_023_02,8 Rue preault,FREE MOBILE,2014-09-17,2014-09-17,2022-08-05,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.38270500029244, 48.87751500038637], 'type': 'Point'}, 'properties': {}}","{'lon': 2.38270500029244, 'lat': 48.87751500038637}"
T15805,80 Rue du theatre,BOUYGUES,2013-07-11,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2919202298359673, 48.847403149760574], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2919202298359673, 'lat': 48.847403149760574}"
75116_123_01,8-10 Avenue de versailles,FREE MOBILE,2021-04-22,2021-04-22,2021-05-10,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2774140006646055, 48.85089299989465], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2774140006646055, 'lat': 48.85089299989465}"
751309,83 Rue de l'amiral mouchez,SFR,2021-03-19,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.344027499564938, 48.8205179998932], 'type': 'Point'}, 'properties': {}}","{'lon': 2.344027499564938, 'lat': 48.8205179998932}"
751200,85 Boulevard lefebvre,SFR,2021-08-19,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.294945999472859, 48.83029199988205], 'type': 'Point'}, 'properties': {}}","{'lon': 2.294945999472859, 'lat': 48.83029199988205}"
T15153,89 Boulevard sébastopol,BOUYGUES,2010-03-19,,,,,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.351650500087236, 48.86507700008945], 'type': 'Point'}, 'properties': {}}","{'lon': 2.351650500087236, 'lat': 48.86507700008945}"
753578,9 Avenue pierre 1er de serbie,SFR,,,,,2G/3G/4G,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2953644994518196, 48.86560799959269], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2953644994518196, 'lat': 48.86560799959269}"
751159,9 Rue de medicis,SFR,,,,,2G/3G/4G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.339702999505631, 48.848364000399286], 'type': 'Point'}, 'properties': {}}","{'lon': 2.339702999505631, 'lat': 48.848364000399286}"
75112_011_08,9 Rue lachambaudie,FREE MOBILE,2012-11-21,2014-01-29,,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.386894500438285, 48.83641199992349], 'type': 'Point'}, 'properties': {}}","{'lon': 2.386894500438285, 'lat': 48.83641199992349}"
00000046U7,92 Quai louis bleriot,ORANGE,2011-01-07,2013-06-21,2022-05-24,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.272516220617248, 48.845234157317876], 'type': 'Point'}, 'properties': {}}","{'lon': 2.272516220617248, 'lat': 48.845234157317876}"
T15012,92 Rue de vaugirard,BOUYGUES,2005-11-15,,,,,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3258025001011244, 48.84679800007387], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3258025001011244, 'lat': 48.84679800007387}"
757408,93 Rue de l'université,SFR,2021-10-18,,,,2G/3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3167889999082094, 48.86080200021163], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3167889999082094, 'lat': 48.86080200021163}"
757299,95 Rue des martyrs,SFR,2022-12-27,,,,2G/3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.339671499528389, 48.884409000359845], 'type': 'Point'}, 'properties': {}}","{'lon': 2.339671499528389, 'lat': 48.884409000359845}"
T15890,97 Rue de crimée,BOUYGUES,1999-12-20,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3838957991767873, 48.884240111762075], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3838957991767873, 'lat': 48.884240111762075}"
75116_142_01,99 Boulevard suchet,FREE MOBILE,2022-08-15,2022-08-15,2022-09-28,,3G/4G/5G,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2600017203363754, 48.849662161942675], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2600017203363754, 'lat': 48.849662161942675}"
00034917U5,25 b Rue de lourmel,ORANGE,,2023-02-21,2023-02-21,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2908959996905898, 48.84884999979275], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2908959996905898, 'lat': 48.84884999979275}"
00000136U7,1 Rue jacob,ORANGE,2013-10-11,2013-12-16,,,3G/4G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3366655006003647, 48.854502000437314], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3366655006003647, 'lat': 48.854502000437314}"
00000079U7,1 Rue lafontaine,ORANGE,2011-09-05,2013-06-06,2023-07-28,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.275562728167535, 48.85258715603989], 'type': 'Point'}, 'properties': {}}","{'lon': 2.275562728167535, 'lat': 48.85258715603989}"
7510000017,1 Boulevard victor,SFR,2022-06-10,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2767119994590086, 48.83666400009095], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2767119994590086, 'lat': 48.83666400009095}"
756060,1 Rue scribe,SFR,2022-09-02,,,,2G/3G/4G/5G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.329904766580845, 48.87064113401727], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329904766580845, 'lat': 48.87064113401727}"
T10562,10-12 rue jean baptiste pigalle,BOUYGUES,1996-12-12,,,,,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.3328567738283423, 48.878588132573796], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3328567738283423, 'lat': 48.878588132573796}"
750079,10 Rue barbette,SFR,2021-03-19,,,,2G/3G/4G/5G,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.360767822182906, 48.85888558347647], 'type': 'Point'}, 'properties': {}}","{'lon': 2.360767822182906, 'lat': 48.85888558347647}"
00015041U3,10-12 Rue saint amand,ORANGE,2011-05-06,2013-03-06,2023-03-30,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.307383999414666, 48.83528700000576], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307383999414666, 'lat': 48.83528700000576}"
T10152,104 Boulevard poniatowski,BOUYGUES,1996-05-31,,,,,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.406078000290304, 48.834945000437024], 'type': 'Point'}, 'properties': {}}","{'lon': 2.406078000290304, 'lat': 48.834945000437024}"
751223,108 Rue lemercier,SFR,,,,,2G/3G/4G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3180084999610164, 48.88990800030019], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3180084999610164, 'lat': 48.88990800030019}"
75114_047_05,11 Bis Rue de la gaité,FREE MOBILE,2019-08-16,2019-08-23,,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3242410000195743, 48.84036299995378], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3242410000195743, 'lat': 48.84036299995378}"
00000041U7,11 Rue bourseul paris,ORANGE,2011-05-09,2015-03-03,2022-11-21,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.302501499660614, 48.83840099999906], 'type': 'Point'}, 'properties': {}}","{'lon': 2.302501499660614, 'lat': 48.83840099999906}"
751316,11 Rue curial,SFR,2021-04-07,,,,2G/3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.371891500046496, 48.890906999952556], 'type': 'Point'}, 'properties': {}}","{'lon': 2.371891500046496, 'lat': 48.890906999952556}"
00022244U3,11 Rue edmond valentin,ORANGE,,2014-12-12,2023-11-07,,3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.301605999574499, 48.85960499980044], 'type': 'Point'}, 'properties': {}}","{'lon': 2.301605999574499, 'lat': 48.85960499980044}"
T15877,114 Boulevard brune,BOUYGUES,2013-10-01,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3210324997374485, 48.824027999554076], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3210324997374485, 'lat': 48.824027999554076}"
751170,114 Rue de maubeuge,SFR,2021-04-07,,,,2G/3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.355399000108993, 48.88351800003015], 'type': 'Point'}, 'properties': {}}","{'lon': 2.355399000108993, 'lat': 48.88351800003015}"
T15839,12 Rue haxo,BOUYGUES,2013-10-01,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4051105002514874, 48.87028800030427], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4051105002514874, 'lat': 48.87028800030427}"
750039,120 B Rue des pyrenees,SFR,2021-03-19,,,,2G/3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4037514995160976, 48.85794900006745], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4037514995160976, 'lat': 48.85794900006745}"
T96692,120 Rue lauriston - rivp,BOUYGUES,2021-01-14,,,,,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2854149999508704, 48.86558099983384], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2854149999508704, 'lat': 48.86558099983384}"
75112_003_01,12-14 Boulevard De picpus,FREE MOBILE,2013-12-30,2013-12-30,2022-02-15,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.400740999497418, 48.84004800011025], 'type': 'Point'}, 'properties': {}}","{'lon': 2.400740999497418, 'lat': 48.84004800011025}"
T10527,134 Rue de javel,BOUYGUES,1996-05-31,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2886190002430125, 48.84286500033757], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2886190002430125, 'lat': 48.84286500033757}"
75120_003_05,145 Rue pelleport,FREE MOBILE,2014-06-05,2014-08-27,2022-06-30,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.39778900053992, 48.873482999836725], 'type': 'Point'}, 'properties': {}}","{'lon': 2.39778900053992, 'lat': 48.873482999836725}"
7510052485,145 Rue saint charles,SFR,2024-09-26,,,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.282624999708044, 48.84309899987006], 'type': 'Point'}, 'properties': {}}","{'lon': 2.282624999708044, 'lat': 48.84309899987006}"
T16717,148 Avenue du maine,BOUYGUES,2016-12-08,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.324002500276624, 48.83423400018984], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324002500276624, 'lat': 48.83423400018984}"
751323,148 Boulevard de la villette,SFR,2021-03-19,,,,2G/3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.370563999607227, 48.8797380003046], 'type': 'Point'}, 'properties': {}}","{'lon': 2.370563999607227, 'lat': 48.8797380003046}"
75111_065_03,150 Avenue parmentier,FREE MOBILE,2020-04-02,2020-04-02,,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3712884997172146, 48.86990999995806], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3712884997172146, 'lat': 48.86990999995806}"
T10572,156 Rue léon maurice nordmann,BOUYGUES,1996-05-31,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.342011500019153, 48.833459999891375], 'type': 'Point'}, 'properties': {}}","{'lon': 2.342011500019153, 'lat': 48.833459999891375}"
750006,168 Rue du faubourg saint martin,SFR,2022-10-28,,,,2G/3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3614739994206095, 48.87721799978942], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3614739994206095, 'lat': 48.87721799978942}"
00080181U8,17 Rue gabrielle,ORANGE,2016-10-20,2016-10-20,,,3G/4G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3409944993668734, 48.885606000442586], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3409944993668734, 'lat': 48.885606000442586}"
00034633U3,17 Rue abel gance paris,ORANGE,2018-12-13,2018-12-13,2023-12-26,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.373642000612754, 48.835467000387176], 'type': 'Point'}, 'properties': {}}","{'lon': 2.373642000612754, 'lat': 48.835467000387176}"
75114_017_05,18 Rue broussais,FREE MOBILE,2015-10-12,2015-10-12,2022-01-06,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.336539499472129, 48.829553999678815], 'type': 'Point'}, 'properties': {}}","{'lon': 2.336539499472129, 'lat': 48.829553999678815}"
00023341U5,197 Rue saint martin,ORANGE,2013-02-28,2013-03-27,2024-07-12,,3G/4G/5G,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.3523705000564132, 48.863231999669566], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3523705000564132, 'lat': 48.863231999669566}"
75116_043_05,2 Rue van loo,FREE MOBILE,2017-12-01,2017-12-01,2021-09-07,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.268146715096505, 48.84088715863612], 'type': 'Point'}, 'properties': {}}","{'lon': 2.268146715096505, 'lat': 48.84088715863612}"
00027173U5,20 Boulevard des italiens,ORANGE,2013-01-22,2016-01-15,,,3G/4G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.3371002699761774, 48.87165813105465], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3371002699761774, 'lat': 48.87165813105465}"
T16768,204 Rue de crimée,BOUYGUES,2023-05-03,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.375360999339336, 48.89207700023341], 'type': 'Point'}, 'properties': {}}","{'lon': 2.375360999339336, 'lat': 48.89207700023341}"
75115_017_02,21 Place du commerce,FREE MOBILE,2014-07-17,2014-07-17,2023-12-13,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.293663499381711, 48.84501600031267], 'type': 'Point'}, 'properties': {}}","{'lon': 2.293663499381711, 'lat': 48.84501600031267}"
